,age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
6905,60,160625,9,0,2,0,1,1,0,40,1,1,1
6906,50,140516,9,0,2,0,1,0,0,40,1,0,1
6907,48,85341,13,0,2,0,1,0,0,45,1,1,0
6908,35,108293,10,1,4,0,0,0,1,40,1,1,1
6909,40,192507,12,1,3,0,0,0,0,50,1,1,2
6910,30,186932,13,0,2,0,1,0,0,70,1,1,1
6911,65,223580,10,0,2,0,1,1,0,40,1,0,2
6912,31,236861,9,0,2,0,1,0,0,60,1,1,1
6913,46,327886,12,0,2,0,1,0,0,40,1,1,0
6915,62,197060,11,0,2,0,1,0,0,50,1,1,2
6916,38,229180,13,1,0,0,0,0,0,40,0,1,1
6917,24,284317,13,1,4,0,0,0,0,30,1,1,1
6918,24,73514,10,1,3,2,0,0,0,50,0,1,1
6919,27,47907,13,1,3,0,0,0,0,48,1,1,1
6920,43,134782,12,1,0,0,0,0,0,30,1,1,0
6921,48,118831,9,1,0,2,0,0,0,40,0,1,1
6922,41,299505,9,1,3,3,1,0,0,40,1,1,1
6923,30,267161,10,0,1,3,0,0,0,45,1,1,1
6924,38,119177,13,0,2,0,1,0,0,40,1,0,1
6925,45,327886,15,1,3,0,1,0,0,40,1,0,1
6926,45,187730,13,1,4,0,1,0,0,40,1,1,1
6927,55,109015,10,1,3,0,0,0,0,38,1,1,1
6928,46,110015,4,0,2,0,1,0,0,75,0,1,2
6929,24,104146,13,1,4,2,1,0,0,40,1,1,1
6930,31,50442,10,1,4,1,0,0,0,25,1,1,0
6931,35,57640,9,0,2,0,1,0,0,35,1,1,1
6932,37,333664,10,1,3,0,0,0,0,40,1,1,0
6933,29,224858,10,0,2,0,1,0,0,45,1,1,1
6934,56,290641,13,0,2,0,1,0,0,50,1,0,1
6936,25,34402,13,1,3,0,1,0,1,60,1,1,1
6937,33,245378,6,0,2,0,1,0,0,40,1,1,1
6938,44,179136,9,1,3,0,0,0,0,40,1,1,1
6939,21,116788,9,1,4,0,1,0,0,40,1,1,1
6940,21,129699,9,1,3,0,1,0,0,40,1,1,1
6941,46,39606,14,0,2,0,1,0,0,40,0,0,0
6942,44,95150,10,0,2,0,1,0,0,50,1,0,2
6943,63,102479,13,1,3,0,0,0,0,40,1,1,1
6944,44,199191,9,0,1,0,0,0,0,30,1,1,1
6945,31,229636,10,0,2,0,1,0,0,45,0,1,1
6946,26,53833,10,0,2,0,1,0,0,42,1,1,1
6947,37,27997,9,1,3,0,1,0,0,50,1,1,2
6949,33,111363,13,0,2,0,1,0,0,45,1,1,1
6950,38,107630,13,0,2,0,1,0,0,40,1,1,1
6951,26,134287,11,1,4,0,0,0,0,35,1,1,1
6952,46,283004,11,1,0,2,0,0,0,63,0,1,2
6953,24,33616,9,1,0,0,0,0,0,35,1,1,1
6954,47,121124,14,0,2,0,1,0,0,35,1,0,0
6955,27,188189,10,1,3,0,0,0,0,30,1,1,1
6956,46,106255,10,0,2,0,1,0,0,40,1,1,1
6957,47,282830,12,0,2,3,1,0,0,40,1,0,0
6958,47,243904,9,1,0,0,1,0,0,40,0,1,1
6959,69,165017,9,1,0,0,1,1,0,40,1,1,1
6960,32,131584,9,0,2,0,1,1,0,40,1,0,1
6961,51,427781,9,0,2,3,1,0,0,40,1,1,1
6962,36,334291,9,0,2,0,1,0,0,40,1,0,1
6963,50,173224,14,0,1,0,0,0,0,40,1,1,0
6964,29,87507,16,0,2,2,1,0,0,60,0,1,1
6965,32,187560,15,0,2,0,1,1,0,40,1,1,1
6966,27,204497,6,1,3,1,1,0,0,75,1,1,1
6967,60,230545,4,1,3,0,0,0,0,35,0,1,1
6968,31,118161,9,0,2,0,1,0,0,40,1,1,1
6969,46,150499,12,0,2,0,1,0,0,40,1,1,1
6970,40,96554,9,1,4,0,0,0,0,40,1,1,0
6971,39,288551,10,0,2,3,1,0,0,52,1,0,1
6972,69,104003,4,0,2,0,1,0,0,55,1,1,2
6973,54,124963,13,0,2,0,1,0,0,40,1,0,2
6974,56,198388,9,1,3,0,0,0,0,40,1,1,1
6975,47,126204,10,1,3,0,0,0,0,40,1,1,0
6976,25,91709,12,1,3,0,0,0,0,45,1,1,1
6977,34,152109,9,0,2,0,1,0,0,60,1,1,2
6978,24,191954,4,1,4,0,1,0,0,50,1,1,2
6979,63,108097,10,0,2,0,1,1,0,45,1,1,1
6980,29,289991,14,0,2,0,1,0,0,50,1,1,0
6981,64,92115,10,0,2,0,1,0,0,40,1,1,1
6982,44,320277,13,1,3,0,1,0,0,40,1,1,1
6983,26,33610,9,1,5,0,1,0,0,60,1,1,1
6984,36,168276,6,1,3,0,0,0,0,40,1,1,1
6985,55,175127,13,0,2,0,1,1,0,38,1,0,0
6986,37,254973,9,0,1,0,0,0,0,40,1,0,1
6987,37,95336,6,1,3,0,1,0,0,65,1,1,1
6988,63,346975,13,0,1,0,0,1,0,36,1,0,1
6989,33,227282,9,0,2,0,1,0,0,60,1,1,1
6990,19,138153,10,1,4,0,0,0,0,10,1,1,1
6991,57,174132,14,0,1,3,0,0,1,40,1,0,0
6992,31,182237,12,0,2,0,1,1,0,45,1,0,1
6994,58,217775,9,0,2,0,1,1,0,40,1,0,0
6996,25,394503,10,0,2,0,1,0,0,40,1,1,1
6997,40,141657,9,1,0,0,0,0,0,40,1,1,1
6998,18,125441,7,1,4,0,1,1,0,20,1,1,1
6999,26,172230,9,1,3,0,1,0,0,40,1,1,1
7000,29,282944,16,0,2,0,1,0,0,50,1,0,1
7001,45,55377,13,0,2,3,1,0,0,40,1,1,0
7002,35,49352,10,1,4,0,0,0,0,38,1,1,0
7003,32,213887,10,1,0,0,1,0,0,45,1,1,1
7004,61,24046,9,1,5,0,0,0,0,40,1,1,2
7005,26,208122,13,1,3,0,1,0,0,15,1,1,0
7006,56,176118,9,0,2,0,1,1,0,40,1,0,1
7007,22,227994,10,1,4,2,0,0,0,39,1,1,1
7008,49,215389,13,0,2,3,1,0,0,48,1,1,1
7009,40,99434,9,0,1,0,0,0,0,12,1,1,1
7010,37,190964,9,1,4,0,1,0,0,40,1,1,1
7012,28,259840,13,0,2,0,1,0,0,60,1,0,1
7013,27,168827,9,0,2,0,1,0,0,40,1,1,1
7014,34,28984,11,1,0,0,0,0,0,40,1,1,2
7015,49,182211,5,0,2,0,1,0,0,45,1,1,1
7016,41,82393,10,1,4,2,1,0,0,40,1,1,1
7017,28,183639,13,1,3,0,1,0,0,21,1,1,1
7018,38,342448,10,0,2,0,1,0,0,55,1,0,1
7019,47,469907,12,0,2,0,1,0,1,40,1,1,0
7020,28,211920,9,0,2,0,1,0,0,40,1,1,0
7021,44,33658,14,0,2,0,1,1,0,50,1,0,0
7022,41,34178,13,1,3,0,1,0,0,40,1,1,0
7023,50,400630,15,0,2,0,1,0,0,36,1,0,1
7024,73,161251,9,1,3,0,1,0,0,24,1,1,2
7025,21,255685,10,1,4,3,1,0,0,40,0,1,1
7026,38,199256,9,1,0,0,0,0,0,40,1,1,1
7028,47,221666,10,1,0,0,0,0,0,40,1,1,1
7029,52,145409,10,0,2,0,1,1,0,60,0,0,1
7030,24,39615,13,1,3,0,1,0,0,45,1,1,1
7031,44,104440,13,0,2,0,1,0,0,40,1,0,1
7032,27,151382,4,1,0,0,1,0,1,40,1,1,1
7033,61,503675,10,0,2,3,1,0,0,60,1,0,2
7034,58,306233,13,0,2,0,1,1,0,40,1,0,1
7035,51,216475,13,1,3,0,0,0,1,43,1,0,1
7036,49,50748,10,1,0,0,0,0,0,55,0,1,1
7037,23,107190,10,1,4,3,1,0,0,20,1,1,1
7038,19,206874,11,1,4,3,0,0,0,40,1,1,1
7039,21,83141,9,1,3,0,1,0,0,53,1,1,1
7040,56,444089,7,1,3,0,0,0,0,40,1,1,1
7041,35,141896,8,0,2,0,1,0,0,40,1,1,1
7042,37,33487,10,1,0,1,0,0,0,20,1,1,0
7043,41,65372,16,1,0,0,0,0,0,50,1,0,1
7044,30,341346,7,0,2,0,1,0,0,40,1,1,1
7046,47,287480,10,0,2,0,1,0,0,40,1,1,1
7047,59,107287,6,1,0,0,0,0,1,50,1,0,2
7048,55,199067,7,0,2,0,1,0,0,32,1,1,1
7050,31,159737,6,1,0,3,0,0,0,40,1,1,1
7051,30,110643,14,0,2,0,1,1,0,40,1,0,1
7052,24,117583,13,1,4,0,1,0,0,48,1,1,1
7053,49,43479,10,0,2,0,1,0,0,40,1,1,2
7054,23,203003,4,1,3,0,1,0,0,25,0,1,1
7055,50,133963,9,1,0,0,0,0,0,35,1,1,1
7056,38,227794,13,1,3,3,1,0,0,40,1,1,1
7057,20,112137,10,1,5,2,0,0,0,20,0,1,2
7058,49,110457,10,0,2,0,1,0,0,50,1,0,2
7059,45,281565,9,1,5,2,0,0,0,50,0,1,1
7060,46,297906,13,0,2,2,1,0,0,50,1,0,0
7061,19,151506,9,1,4,0,0,0,0,30,1,1,1
7062,31,139455,13,1,4,0,0,0,0,40,0,1,0
7063,38,26987,9,1,0,0,0,0,0,40,1,1,1
7064,56,233312,14,0,2,0,1,0,0,50,1,0,2
7065,24,161092,13,1,4,0,1,0,0,40,1,1,1
7066,58,98361,9,0,2,0,1,0,0,50,1,1,0
7067,28,188928,9,0,2,0,1,0,0,40,1,1,1
7068,22,164922,9,0,2,0,1,0,0,40,1,1,1
7069,46,185673,9,1,3,0,1,0,0,40,1,1,1
7070,30,193598,1,1,3,0,1,0,0,40,0,1,1
7071,56,274111,13,0,2,0,1,0,0,45,1,0,1
7073,56,160932,9,0,2,0,1,0,0,44,1,0,1
7074,50,44368,10,0,2,0,1,0,0,40,1,1,1
7076,30,280927,13,1,3,0,0,0,0,40,1,1,1
7077,24,222993,9,1,4,0,1,0,0,40,1,1,1
7078,42,25240,11,1,0,1,0,0,0,40,1,1,0
7079,31,204052,9,0,2,0,1,0,0,40,1,0,2
7081,46,169042,6,1,3,0,0,0,0,25,0,1,1
7082,31,104509,13,1,3,0,0,0,0,65,1,0,1
7083,38,185394,13,0,1,0,0,1,0,40,1,0,0
7084,44,254146,14,0,2,0,1,0,0,40,1,0,0
7085,55,227856,13,0,2,0,1,0,1,50,1,0,2
7086,19,183041,9,1,4,0,1,0,0,20,1,1,1
7087,45,107682,14,1,3,0,0,0,0,40,1,0,1
7088,50,287598,10,0,2,0,1,0,0,70,1,1,2
7089,53,182186,5,0,2,0,1,0,0,40,0,1,1
7090,41,194636,13,0,2,0,1,1,0,65,1,0,2
7091,45,112305,10,1,0,3,0,0,0,40,1,1,1
7092,21,212661,6,1,3,0,0,0,0,39,1,1,1
7093,37,32709,13,0,1,0,0,0,0,40,1,0,1
7094,42,46366,9,1,0,3,0,0,0,40,1,1,0
7095,37,24106,9,0,2,0,1,0,0,30,1,1,2
7097,45,40666,11,0,2,0,1,0,0,60,1,1,2
7098,32,182975,10,1,3,0,0,0,0,20,1,1,1
7099,30,345122,15,0,2,0,1,0,0,50,1,1,1
7101,37,120045,9,1,3,0,0,0,0,56,1,1,1
7103,32,152940,10,0,2,0,1,0,0,40,1,0,1
7104,43,243580,13,0,2,0,1,0,0,40,1,0,1
7105,46,182128,14,1,0,0,0,1,0,50,1,1,1
7107,33,101562,14,1,3,0,0,0,0,40,1,1,1
7108,48,108699,9,1,3,0,0,0,0,40,1,1,1
7109,34,175878,9,0,2,0,0,0,0,40,1,1,1
7110,34,177675,10,1,3,0,1,0,0,50,1,0,0
7111,33,213887,9,1,3,0,1,0,0,40,1,1,1
7112,36,357619,13,0,1,0,0,0,0,60,0,1,1
7113,23,435835,9,1,3,0,1,0,1,55,1,1,1
7114,39,165799,9,0,2,0,1,0,0,40,1,1,1
7115,22,71469,12,1,4,0,0,0,0,25,1,1,1
7116,19,229745,9,1,4,0,1,0,0,20,1,1,1
7117,47,284916,9,0,2,0,1,1,0,45,1,0,1
7118,46,28419,11,1,3,0,1,0,0,50,1,1,1
7119,47,26950,14,1,3,0,0,0,0,6,1,1,1
7120,47,107231,16,0,2,0,1,0,0,35,1,0,2
7121,52,512103,10,1,3,0,0,0,0,40,1,1,0
7122,38,245090,5,0,2,0,1,0,0,40,0,1,2
7123,58,314153,9,0,2,0,1,0,0,40,1,0,1
7124,32,243988,3,0,2,0,1,0,0,40,0,1,1
7125,54,82551,11,0,5,0,0,0,0,10,1,1,2
7126,20,42706,10,1,3,0,1,0,0,25,1,1,1
7127,25,235795,12,1,3,0,1,0,0,48,1,1,1
7128,25,108001,5,1,3,0,1,0,0,15,1,1,2
7129,36,112497,13,1,3,0,1,0,1,44,1,1,0
7130,69,128206,9,0,2,0,1,0,0,30,1,1,2
7131,28,224634,13,0,1,0,0,0,0,45,1,0,1
7132,20,362999,10,1,4,0,0,0,0,20,1,1,1
7133,21,346693,4,1,0,0,1,0,0,40,1,1,1
7134,37,175759,13,0,2,0,1,0,0,40,1,0,1
7135,21,99199,9,1,4,0,1,0,0,32,1,1,1
7137,39,143445,9,0,5,3,0,0,0,40,1,1,1
7138,34,118710,11,0,2,0,1,0,0,40,1,0,1
7139,33,224185,9,0,2,0,1,0,0,40,1,1,0
7140,47,118972,9,0,2,0,1,0,0,50,1,0,1
7141,29,165360,11,1,3,0,0,0,0,40,1,1,1
7142,48,38950,9,0,2,0,1,0,0,89,1,1,1
7143,42,277256,16,0,2,0,1,0,1,60,1,0,2
7144,29,247151,7,1,0,0,0,0,0,40,1,1,1
7145,34,213722,9,1,4,0,1,0,0,40,1,1,1
7146,20,209955,10,1,4,0,1,0,0,25,1,1,1
7147,41,174395,14,0,2,0,1,0,0,40,1,0,1
7148,45,138626,10,1,3,0,1,0,1,50,1,1,1
7150,23,200207,9,1,4,0,1,0,0,44,1,1,1
7151,19,156587,10,1,4,0,0,0,0,38,1,1,1
7152,24,33016,10,1,4,0,1,0,0,40,1,1,1
7154,32,153588,9,1,3,0,1,0,0,40,1,1,1
7155,52,99736,14,1,0,0,1,1,0,50,1,0,1
7156,36,284166,9,1,0,0,1,0,0,60,1,0,1
7157,18,716066,6,1,4,0,1,0,0,30,1,1,1
7158,27,188519,9,1,4,0,0,0,0,40,1,1,1
7159,26,109080,10,0,2,0,1,0,0,60,1,1,1
7160,52,174421,12,1,0,0,0,0,0,32,1,1,1
7161,24,259351,10,1,0,1,1,0,0,40,0,1,1
7162,42,284403,9,1,3,3,1,0,0,40,1,1,0
7163,39,85319,15,0,1,0,0,1,0,60,1,0,1
7165,20,340475,10,1,4,0,0,0,0,10,1,1,0
7168,35,170617,9,1,0,3,0,0,0,48,1,1,1
7169,54,94055,13,0,2,0,1,0,0,40,1,1,1
7170,24,117779,13,1,4,0,1,0,0,40,1,1,1
7171,24,209770,13,1,3,0,0,0,0,8,1,1,1
7172,20,317443,10,1,4,3,0,0,0,15,1,1,1
7174,28,107411,13,1,3,0,0,0,0,35,1,1,1
7175,36,122493,9,0,2,0,1,0,0,47,1,1,2
7177,38,101978,10,1,3,0,1,0,1,55,1,0,1
7178,22,335453,9,1,3,0,0,0,0,60,1,1,1
7179,56,318329,9,0,2,0,1,0,0,40,1,1,1
7180,24,100321,13,0,2,0,1,0,0,45,1,1,1
7181,24,81145,10,1,3,0,0,0,0,75,1,1,2
7182,22,62865,12,1,3,0,0,0,0,40,1,1,1
7183,21,176262,10,1,4,0,0,0,0,30,1,1,1
7184,42,168103,13,0,2,0,1,0,0,40,1,0,1
7185,41,208174,14,1,0,0,0,0,0,55,1,1,0
7186,19,188815,9,1,4,0,0,1,0,20,1,1,1
7187,67,226092,10,0,2,0,1,0,0,44,1,1,2
7188,20,212668,10,1,4,0,0,0,0,30,1,1,1
7189,32,381583,9,0,2,4,1,0,0,40,1,1,1
7190,46,239439,9,1,4,3,0,0,0,40,1,1,1
7191,52,172493,9,1,3,0,0,0,0,36,1,1,1
7192,44,239876,13,1,0,3,1,0,0,40,1,1,1
7194,37,218184,13,0,2,0,1,0,1,40,1,0,0
7195,27,206889,10,0,2,0,1,0,0,50,1,1,2
7196,35,110668,9,0,1,3,0,0,0,35,1,1,1
7197,30,211028,9,1,3,0,0,0,0,45,1,1,1
7198,64,202984,9,0,2,0,1,1,0,40,1,1,0
7199,48,20296,9,1,3,0,0,0,0,37,1,0,1
7200,35,194690,4,1,0,0,0,0,0,40,1,1,1
7201,28,204984,13,1,3,0,1,0,0,45,1,1,2
7202,63,35021,13,0,2,2,1,0,1,32,0,0,2
7203,40,238574,15,0,2,0,1,0,0,55,1,0,2
7204,33,345360,10,1,3,0,1,0,0,40,1,1,1
7205,40,192381,10,0,2,0,1,0,0,50,1,0,1
7206,25,479765,4,1,5,0,1,0,0,45,0,1,1
7207,45,34091,13,0,2,0,1,0,0,38,1,0,2
7208,30,151773,10,0,2,0,1,0,0,40,1,0,1
7209,53,299080,10,1,0,3,0,0,0,40,1,1,1
7210,63,135339,9,0,2,2,1,1,0,40,0,1,1
7211,27,52156,10,0,2,0,1,0,0,60,1,1,0
7212,31,318647,7,1,3,0,1,0,0,40,1,1,1
7213,33,80145,9,0,2,0,1,0,0,60,1,1,1
7214,39,343646,13,1,3,0,1,0,0,40,0,0,0
7215,42,198692,10,0,2,0,1,0,0,45,1,0,2
7216,19,266635,9,1,4,3,1,0,0,30,1,1,1
7217,31,197672,13,0,2,0,1,0,0,40,1,1,1
7218,53,185846,9,0,2,0,1,0,0,40,1,1,1
7219,47,315110,10,0,2,0,1,0,0,20,1,1,2
7220,27,220754,16,1,4,0,0,0,0,40,1,1,1
7221,22,64292,9,1,3,0,0,0,0,40,1,1,1
7222,29,126060,9,0,1,0,0,0,0,40,1,0,1
7223,52,78012,9,1,0,0,0,0,1,40,1,1,1
7224,32,210562,11,1,4,0,1,0,0,46,1,1,1
7225,23,350181,9,1,3,0,1,0,0,40,1,1,1
7226,27,233421,10,1,4,0,1,0,0,20,1,1,1
7227,53,167170,9,1,3,3,0,0,0,40,1,1,1
7228,18,260801,9,1,4,0,1,0,0,20,1,1,1
7229,41,173370,13,1,0,0,0,0,0,30,1,1,1
7230,27,135520,9,0,1,0,0,0,0,40,0,1,1
7231,30,121308,10,1,4,0,1,0,0,40,1,1,1
7232,41,444743,9,1,0,0,0,0,0,40,1,1,1
7233,21,65225,10,1,3,0,0,0,0,30,1,1,1
7234,58,136982,9,1,0,3,0,0,0,40,0,1,0
7235,45,271962,13,1,3,0,0,0,0,40,1,1,0
7236,40,204046,6,1,4,0,1,0,0,40,1,1,1
7237,21,225823,10,1,3,0,0,0,0,40,1,1,1
7238,29,183009,13,1,3,4,0,0,1,40,1,1,1
7239,50,121038,11,0,1,3,0,0,0,40,1,1,1
7240,26,49092,9,0,2,0,1,0,0,40,1,1,1
7241,23,148709,9,1,5,0,0,0,0,40,1,1,1
7242,27,209205,13,1,4,0,1,0,0,40,1,1,1
7243,36,285865,13,1,3,3,0,0,0,40,1,1,0
7244,22,216129,9,1,5,0,1,0,0,40,1,1,0
7245,37,40955,10,1,4,0,1,0,0,40,0,1,0
7246,54,197189,13,0,2,0,1,0,0,40,1,1,1
7247,36,33001,9,1,0,0,1,0,0,50,1,1,1
7248,44,227399,11,0,2,3,1,0,0,40,1,1,1
7249,38,164050,10,0,2,3,1,0,0,40,1,0,1
7250,49,259087,10,1,3,0,0,0,0,40,1,1,1
7251,18,236262,7,1,4,0,1,0,0,12,1,1,1
7252,26,177929,13,1,3,0,1,0,0,48,1,1,1
7254,32,199963,7,0,1,0,0,0,0,40,1,1,1
7255,35,98776,9,1,4,0,1,0,0,40,1,1,0
7256,40,135056,9,1,3,0,0,0,0,45,1,1,1
7257,40,55363,9,0,2,0,1,1,0,40,1,1,2
7258,42,102343,15,0,2,2,1,0,0,72,0,0,0
7259,30,231263,9,0,2,0,1,0,0,40,1,1,1
7260,19,226913,10,1,4,0,0,0,0,20,1,1,1
7261,36,129573,12,0,2,0,1,0,0,60,1,0,1
7262,31,191001,9,1,3,0,0,0,0,40,1,1,1
7263,50,69345,12,0,2,0,1,0,0,60,1,1,0
7264,38,204556,9,1,3,3,1,0,0,40,1,1,1
7265,35,192626,10,0,2,0,1,0,0,50,1,0,1
7266,45,202812,13,0,2,0,1,0,0,40,1,0,1
7267,29,405177,6,1,0,0,0,0,0,40,1,1,1
7268,41,227890,10,1,3,0,1,0,0,46,1,0,1
7269,33,101352,15,1,3,0,0,0,0,50,1,0,1
7270,49,82572,10,1,3,0,0,0,0,60,1,1,1
7271,28,132686,10,0,2,0,1,0,0,40,1,0,1
7272,49,149210,13,0,2,3,1,1,0,40,1,0,0
7273,27,245661,9,1,4,0,0,0,0,40,1,1,1
7274,47,483596,9,0,2,0,1,1,0,32,1,1,2
7275,42,104663,16,1,3,0,0,0,0,40,0,0,0
7276,30,347166,9,1,3,0,1,0,0,60,1,1,1
7277,37,108540,9,0,2,0,1,0,0,40,1,1,0
7278,37,333305,16,0,1,0,0,0,0,35,1,1,1
7279,51,155408,9,1,3,3,0,0,0,38,1,1,1
7280,27,246372,9,0,2,0,1,0,0,40,1,1,0
7281,53,30290,9,1,3,0,0,0,0,40,1,1,1
7282,45,347321,9,1,3,0,1,0,0,40,1,1,1
7283,37,205852,13,0,2,0,1,0,0,45,1,1,2
7285,54,93449,14,0,2,2,1,0,0,40,0,0,0
7286,47,116927,9,0,2,0,1,0,0,42,1,0,2
7287,35,164526,9,0,2,0,1,0,0,40,0,0,1
7288,33,31573,9,0,2,0,1,0,0,40,1,1,1
7289,28,125159,10,1,5,3,1,0,0,40,0,1,0
7290,39,201105,13,0,1,0,0,0,0,55,1,0,0
7292,33,150570,13,0,2,0,1,0,0,40,1,1,1
7293,34,118941,7,1,3,0,0,0,0,40,0,1,1
7294,53,141388,9,0,2,0,1,0,0,40,1,0,1
7295,21,174714,12,1,4,0,1,0,0,35,1,1,1
7296,31,75755,16,0,2,0,1,1,0,55,1,0,0
7297,63,133144,9,0,2,0,1,0,0,45,1,1,1
7298,21,318865,10,1,4,0,1,0,0,30,1,1,2
7299,59,109638,9,0,2,0,1,0,0,40,1,0,1
7300,50,92969,2,1,0,3,0,0,0,40,1,1,1
7302,19,144161,9,1,4,0,1,0,0,30,1,1,1
7303,31,183778,13,1,3,0,1,0,0,45,1,1,1
7304,23,398904,13,0,1,0,0,0,0,40,1,1,1
7305,45,170846,11,0,1,0,0,0,0,40,1,0,1
7306,35,204277,13,0,2,0,1,0,0,40,1,1,0
7307,32,205152,13,1,4,0,1,0,0,40,1,1,1
7308,20,225395,4,1,5,0,0,0,0,60,0,1,1
7309,38,33975,9,0,5,0,1,0,0,40,1,0,1
7310,49,147032,9,0,1,2,0,0,0,8,0,1,1
7311,64,174826,9,1,3,0,0,0,0,40,1,1,1
7312,60,232769,7,0,2,0,1,0,0,20,1,1,0
7313,25,36984,13,1,3,0,0,0,0,50,1,1,1
7314,21,292264,9,1,3,0,1,0,0,35,1,1,1
7315,26,303973,9,1,5,0,0,0,1,15,0,1,1
7316,23,287988,10,1,3,0,1,0,0,20,1,1,1
7317,67,330144,14,0,2,0,1,0,0,48,1,0,2
7318,24,191948,9,1,0,0,0,0,0,30,1,1,1
7319,46,324601,2,1,4,0,0,0,0,40,0,1,1
7320,38,200289,16,0,2,2,1,0,0,40,0,1,0
7321,20,113307,4,1,5,0,1,0,0,40,1,1,1
7323,26,155213,13,1,3,0,1,0,0,48,1,1,1
7324,58,175127,9,0,2,0,1,0,0,40,1,1,1
7325,31,358461,10,1,3,2,1,0,0,40,1,1,0
7326,37,354929,12,1,3,3,1,0,0,38,1,1,0
7328,45,112929,4,1,3,3,0,0,0,35,1,1,1
7329,33,132832,9,1,3,0,0,0,0,50,1,1,1
7330,33,357691,14,0,2,3,1,0,0,40,1,1,0
7331,35,114605,9,1,3,0,1,0,0,25,1,1,1
7332,60,525878,9,0,2,3,1,0,0,40,1,1,2
7333,21,68358,10,1,4,0,0,0,0,20,1,1,1
7334,38,174571,6,0,2,3,1,0,0,45,1,1,1
7335,40,42703,11,1,0,0,0,0,0,40,1,1,1
7336,40,220589,10,0,1,0,0,0,0,40,1,0,1
7337,44,197558,15,0,2,0,1,0,0,70,1,0,2
7338,27,423250,10,0,2,0,1,0,0,60,1,1,1
7339,34,29254,10,0,2,0,1,0,0,55,1,0,2
7341,49,276247,10,0,2,0,1,0,0,40,1,1,0
7342,37,213841,10,0,2,0,1,0,0,50,1,0,1
7343,52,181677,6,0,2,0,1,0,0,30,1,0,1
7344,46,160061,10,0,2,3,1,0,0,40,1,1,1
7346,43,265266,9,0,2,0,1,0,0,40,1,1,1
7347,46,222115,13,1,3,0,0,1,0,40,1,0,0
7348,25,194954,10,0,1,0,0,0,0,15,1,1,0
7349,48,156926,13,1,3,0,1,0,0,40,1,1,1
7350,36,217414,10,1,0,0,1,0,0,55,1,1,0
7351,37,538443,9,1,3,0,1,1,0,40,1,0,1
7353,42,383493,14,0,2,0,1,0,0,50,1,0,1
7354,60,193235,12,0,2,0,1,0,0,24,1,1,1
7355,37,99452,10,0,2,0,1,0,0,55,1,0,2
7356,44,254134,12,1,3,3,1,0,0,40,1,1,0
7357,32,90446,6,0,2,0,1,0,0,40,1,1,1
7358,29,116613,13,1,4,0,0,0,0,40,0,1,1
7359,42,238188,14,0,2,0,1,0,0,35,1,0,0
7360,17,95909,7,1,4,0,1,0,0,12,1,1,1
7361,41,82319,8,0,1,0,0,0,0,10,1,1,1
7362,34,182274,10,0,1,0,0,0,1,40,1,0,1
7363,56,179625,6,1,0,0,0,0,0,32,1,1,1
7364,28,119793,10,1,4,0,1,0,0,40,1,1,1
7365,28,254989,7,1,4,0,1,0,0,40,1,1,2
7366,19,104830,4,1,0,0,1,0,0,25,0,1,1
7367,49,110373,10,0,2,0,1,0,0,40,1,0,0
7368,36,135416,10,0,1,0,0,0,0,50,1,1,2
7369,25,298225,10,0,2,0,1,0,0,35,1,1,1
7370,42,166740,13,1,3,0,1,0,0,40,1,1,1
7371,47,213668,15,0,2,0,1,0,1,50,1,0,2
7372,26,276624,10,0,2,0,1,0,0,40,1,1,1
7373,35,226789,10,0,2,0,1,0,0,58,1,1,1
7374,37,31023,9,0,2,0,1,0,0,45,1,1,1
7375,39,116666,9,1,4,1,1,1,0,48,1,1,0
7376,42,136986,9,0,2,0,1,0,0,35,1,0,1
7377,41,179580,10,1,3,0,0,0,0,36,1,0,1
7378,23,103277,10,1,4,0,0,0,0,24,1,1,1
7379,31,351141,9,0,2,0,1,0,0,40,1,1,0
7380,36,191161,10,0,2,0,1,0,0,57,1,0,0
7381,20,148709,10,1,0,0,0,0,0,25,1,1,1
7382,36,128382,10,1,0,0,1,0,0,45,1,1,1
7383,50,144361,9,0,2,0,1,0,0,50,1,0,1
7384,37,172538,9,1,4,0,1,0,0,40,1,1,1
7385,25,102476,13,1,4,0,1,1,0,50,1,0,1
7386,39,46028,10,1,0,0,0,0,0,60,1,1,1
7387,32,198452,9,0,1,0,0,0,0,40,1,1,1
7388,59,193895,10,1,3,0,0,0,0,35,1,1,1
7389,29,233421,13,0,2,0,1,1,0,45,1,1,1
7390,50,378747,9,0,2,3,1,0,0,40,1,1,1
7391,42,31251,11,0,2,0,1,0,0,37,1,1,1
7392,32,71540,10,1,3,0,1,0,0,40,1,1,1
7393,48,194772,12,0,2,0,1,0,1,40,1,0,1
7394,20,34568,9,0,2,0,1,1,0,35,1,1,1
7395,50,36480,6,1,3,0,1,0,0,45,1,1,2
7396,18,116528,10,1,3,0,1,0,0,30,1,1,1
7397,60,52152,14,1,3,0,1,0,0,50,1,1,1
7399,42,227065,14,1,3,0,1,0,0,22,1,1,0
7400,49,84013,9,1,0,0,0,0,0,35,1,1,1
7401,35,82051,10,0,1,0,0,0,0,40,1,1,2
7402,30,176185,12,0,2,0,1,0,0,60,0,1,2
7403,59,115414,10,0,2,0,1,0,0,40,1,0,1
